trip_id,arrival_time,departure_time,stop_id,stop_sequence
relation/1026727_dummy,06:09:00,06:09:00,node/4332262525,9
relation/1026727_dummy,06:10:00,06:10:00,node/4332262411,10
relation/1026727_dummy,06:11:00,06:11:00,node/247644634,11
relation/1026727_dummy,06:12:00,06:12:00,node/9168944953,12
relation/1026727_dummy,06:13:00,06:13:00,node/9168944952,13
relation/1026727_dummy,06:14:00,06:14:00,node/9168944951,14
relation/1026727_dummy,06:15:00,06:15:00,node/9168944950,15
relation/1026727_dummy,06:16:00,06:16:00,node/7798710136,16
relation/1026727_dummy,06:17:00,06:17:00,node/247644678,17
relation/1026727_dummy,06:18:00,06:18:00,node/247644855,18
relation/1026727_dummy,06:19:00,06:19:00,node/247644580,19
relation/1026727_dummy,06:20:00,06:20:00,node/247644687,20
relation/1026727_dummy,06:21:00,06:21:00,node/247644758,21
relation/1026727_dummy,06:22:00,06:22:00,node/247644757,22
relation/1026727_dummy,06:23:00,06:23:00,node/247644797,23
relation/1026727_dummy,06:24:00,06:24:00,node/7821373211,24
relation/1026727_dummy,06:25:00,06:25:00,node/247644715,25
relation/1026727_dummy,06:26:00,06:26:00,node/8867473407,26
relation/1026727_dummy,06:27:00,06:27:00,node/247644707,27
relation/1026727_dummy,06:28:00,06:28:00,node/247644642,28
relation/1026727_dummy,06:29:00,06:29:00,node/7059609602,29
relation/1026729_dummy,06:00:00,06:00:00,node/9165861765,0
relation/1026729_dummy,06:01:00,06:01:00,node/247644678,1
relation/1026729_dummy,06:02:00,06:02:00,node/247644715,2
relation/1026729_dummy,06:03:00,06:03:00,node/7059609602,3
relation/1026738_dummy,06:00:00,06:00:00,node/9165712815,0
relation/1026738_dummy,06:01:00,06:01:00,node/9165712814,1
relation/1026738_dummy,06:02:00,06:02:00,node/4332066223,2
relation/1026738_dummy,06:03:00,06:03:00,node/4332066367,3
relation/1026738_dummy,06:04:00,06:04:00,node/7007051779,4
relation/1026738_dummy,06:05:00,06:05:00,node/4332066500,5
relation/1026738_dummy,06:06:00,06:06:00,node/4332384078,6
relation/1026738_dummy,06:07:00,06:07:00,node/4332386304,7
relation/1026738_dummy,06:08:00,06:08:00,node/4332262156,8
relation/1026738_dummy,06:09:00,06:09:00,node/4332262525,9
relation/1026738_dummy,06:10:00,06:10:00,node/4332262411,10
relation/1026738_dummy,06:11:00,06:11:00,node/247644634,11
relation/1026738_dummy,06:12:00,06:12:00,node/9168944953,12
relation/1026738_dummy,06:13:00,06:13:00,node/9168944952,13
relation/1026738_dummy,06:14:00,06:14:00,node/9168944951,14
relation/1026738_dummy,06:15:00,06:15:00,node/9168944950,15
relation/1026738_dummy,06:16:00,06:16:00,node/7798710136,16
relation/1026738_dummy,06:17:00,06:17:00,node/247644678,17
relation/1026738_dummy,06:18:00,06:18:00,node/247644855,18
relation/1026738_dummy,06:19:00,06:19:00,node/247644580,19
relation/1026738_dummy,06:20:00,06:20:00,node/247644687,20
relation/1026738_dummy,06:21:00,06:21:00,node/247644818,21
relation/1026738_dummy,06:22:00,06:22:00,node/247644736,22
relation/1026738_dummy,06:23:00,06:23:00,node/247644742,23
relation/1112285_dummy,06:00:00,06:00:00,node/4332203161,0
relation/1112285_dummy,06:01:00,06:01:00,node/9167470584,1
relation/1112285_dummy,06:02:00,06:02:00,node/4332203376,2
relation/1112285_dummy,06:03:00,06:03:00,node/4331222160,3
relation/1112285_dummy,06:04:00,06:04:00,node/1499441711,4
relation/1112285_dummy,06:05:00,06:05:00,node/54994239,5
relation/1112285_dummy,06:06:00,06:06:00,node/8132680337,6
relation/1112285_dummy,06:07:00,06:07:00,node/4331465566,7
relation/1112285_dummy,06:08:00,06:08:00,node/9166544908,8
relation/1112285_dummy,06:09:00,06:09:00,node/4331499768,9
relation/1112285_dummy,06:10:00,06:10:00,node/247644664,10
relation/1112285_dummy,06:11:00,06:11:00,node/9166544906,11
relation/1112285_dummy,06:12:00,06:12:00,node/9166544904,12
relation/1112286_dummy,06:00:00,06:00:00,node/4331573947,0
relation/1112286_dummy,06:01:00,06:01:00,node/9166544908,1
relation/1112286_dummy,06:02:00,06:02:00,node/4331499768,2
relation/1112286_dummy,06:03:00,06:03:00,node/9166544906,3
relation/1112286_dummy,06:04:00,06:04:00,node/9166544904,4
relation/1112287_dummy,06:00:00,06:00:00,node/4332066588,0
relation/1112287_dummy,06:01:00,06:01:00,node/4332066331,1
relation/1112287_dummy,06:02:00,06:02:00,node/4332066229,2
relation/1112287_dummy,06:03:00,06:03:00,node/4332066112,3
relation/1112287_dummy,06:04:00,06:04:00,node/4331573947,4
relation/1112287_dummy,06:05:00,06:05:00,node/9165523948,5
relation/1112287_dummy,06:06:00,06:06:00,node/7504052784,6
relation/1112287_dummy,06:07:00,06:07:00,node/9165523947,7
relation/1112287_dummy,06:08:00,06:08:00,node/8151881976,8
relation/1112287_dummy,06:09:00,06:09:00,node/9165976945,9
relation/1112287_dummy,06:10:00,06:10:00,node/9165976946,10
relation/1112287_dummy,06:11:00,06:11:00,node/1499441711,11
relation/1112287_dummy,06:12:00,06:12:00,node/54994239,12
relation/1112287_dummy,06:13:00,06:13:00,node/8132680337,13
relation/1112287_dummy,06:14:00,06:14:00,node/4331465566,14
relation/1112287_dummy,06:15:00,06:15:00,node/9166544908,15
relation/1112287_dummy,06:16:00,06:16:00,node/4331499768,16
relation/1112287_dummy,06:17:00,06:17:00,node/247644664,17
relation/1112287_dummy,06:18:00,06:18:00,node/9166544906,18
relation/1112287_dummy,06:19:00,06:19:00,node/9166544904,19
relation/1112288_dummy,06:00:00,06:00:00,node/9167470585,0
relation/1112288_dummy,06:01:00,06:01:00,node/4331222257,1
relation/1112288_dummy,06:02:00,06:02:00,node/8175197409,2
relation/1112288_dummy,06:03:00,06:03:00,node/54994239,3
relation/1112288_dummy,06:04:00,06:04:00,node/8132680337,4
relation/1112288_dummy,06:05:00,06:05:00,node/4331465566,5
relation/1112288_dummy,06:06:00,06:06:00,node/9166544908,6
relation/1112288_dummy,06:07:00,06:07:00,node/4331499768,7
relation/1112288_dummy,06:08:00,06:08:00,node/247644664,8
relation/1112288_dummy,06:09:00,06:09:00,node/9166544906,9
relation/1112288_dummy,06:10:00,06:10:00,node/9166544904,10
relation/1112289_dummy,06:00:00,06:00:00,node/9166410300,0
relation/1112289_dummy,06:01:00,06:01:00,node/4332112596,1
relation/1112289_dummy,06:02:00,06:02:00,node/4332112678,2
relation/1112289_dummy,06:03:00,06:03:00,node/4332203365,3
relation/1112289_dummy,06:04:00,06:04:00,node/4331222160,4
relation/1112289_dummy,06:05:00,06:05:00,node/1499441711,5
relation/1112289_dummy,06:06:00,06:06:00,node/54994239,6
relation/1112289_dummy,06:07:00,06:07:00,node/8132680337,7
relation/1112289_dummy,06:08:00,06:08:00,node/4331465566,8
relation/1112289_dummy,06:09:00,06:09:00,node/9166544908,9
relation/1112289_dummy,06:10:00,06:10:00,node/4331499768,10
relation/1112289_dummy,06:11:00,06:11:00,node/247644664,11
relation/1112289_dummy,06:12:00,06:12:00,node/9166544906,12
relation/1112289_dummy,06:13:00,06:13:00,node/9166544904,13
relation/1112305_dummy,06:00:00,06:00:00,node/247644634,0
relation/1112305_dummy,06:01:00,06:01:00,node/247644701,1
relation/1112305_dummy,06:02:00,06:02:00,node/1488962271,2
relation/1112305_dummy,06:03:00,06:03:00,node/247644864,3
relation/1112305_dummy,06:04:00,06:04:00,node/247644682,4
relation/1112305_dummy,06:05:00,06:05:00,node/247644740,5
relation/1112305_dummy,06:06:00,06:06:00,node/783223811,6
relation/1112305_dummy,06:07:00,06:07:00,node/247644699,7
relation/1112306_dummy,06:00:00,06:00:00,node/7055183243,0
relation/1112306_dummy,06:01:00,06:01:00,node/7059779909,1
relation/1112306_dummy,06:02:00,06:02:00,node/7059779935,2
relation/1112306_dummy,06:03:00,06:03:00,node/7298985589,3
relation/1112306_dummy,06:04:00,06:04:00,node/7298985621,4
relation/1112306_dummy,06:05:00,06:05:00,node/247644670,5
relation/1112306_dummy,06:06:00,06:06:00,node/247644612,6
relation/1112306_dummy,06:07:00,06:07:00,node/1488962272,7
relation/1112306_dummy,06:08:00,06:08:00,node/1554737934,8
relation/1112306_dummy,06:09:00,06:09:00,node/247644574,9
relation/1112306_dummy,06:10:00,06:10:00,node/247644746,10
relation/1112306_dummy,06:11:00,06:11:00,node/247644750,11
relation/1112306_dummy,06:12:00,06:12:00,node/1488962273,12
relation/1112306_dummy,06:13:00,06:13:00,node/2797053449,13
relation/1112306_dummy,06:14:00,06:14:00,node/247644611,14
relation/1112306_dummy,06:15:00,06:15:00,node/4332548260,15
relation/1112306_dummy,06:16:00,06:16:00,node/247644634,16
relation/1112307_dummy,06:00:00,06:00:00,node/247644634,0
relation/1112307_dummy,06:01:00,06:01:00,node/2807056985,1
relation/1112307_dummy,06:02:00,06:02:00,node/7500580395,2
relation/1112307_dummy,06:03:00,06:03:00,node/4332547461,3
relation/1112307_dummy,06:04:00,06:04:00,node/8195310539,4
relation/1112307_dummy,06:05:00,06:05:00,node/247644792,5
relation/1112307_dummy,06:06:00,06:06:00,node/1488962271,6
relation/1112307_dummy,06:07:00,06:07:00,node/247644864,7
relation/1112307_dummy,06:08:00,06:08:00,node/247644682,8
relation/1112307_dummy,06:09:00,06:09:00,node/247644740,9
relation/1112307_dummy,06:10:00,06:10:00,node/783223811,10
relation/1112307_dummy,06:11:00,06:11:00,node/247644699,11
relation/1112313_dummy,06:00:00,06:00:00,node/7055183232,0
relation/1112313_dummy,06:01:00,06:01:00,way/214277221,1
relation/1112313_dummy,06:02:00,06:02:00,node/247644661,2
relation/1112313_dummy,06:03:00,06:03:00,node/247644781,3
relation/1112313_dummy,06:04:00,06:04:00,node/247644672,4
relation/1112313_dummy,06:05:00,06:05:00,node/247644686,5
relation/1112313_dummy,06:06:00,06:06:00,node/248833534,6
relation/1112313_dummy,06:07:00,06:07:00,node/247644576,7
relation/1112313_dummy,06:08:00,06:08:00,node/247644606,8
relation/1112313_dummy,06:09:00,06:09:00,node/54974895,9
relation/1112362_dummy,06:00:00,06:00:00,node/5207367928,0
relation/1112362_dummy,06:01:00,06:01:00,node/247644585,1
relation/1112362_dummy,06:02:00,06:02:00,node/7048792053,2
relation/1112362_dummy,06:03:00,06:03:00,node/8821278653,3
relation/1112362_dummy,06:04:00,06:04:00,node/8821278657,4
relation/1112362_dummy,06:05:00,06:05:00,node/5202534637,5
relation/1112362_dummy,06:06:00,06:06:00,node/5202534646,6
relation/1112362_dummy,06:07:00,06:07:00,node/8870208987,7
relation/1112362_dummy,06:08:00,06:08:00,node/247644838,8
relation/1112362_dummy,06:09:00,06:09:00,node/247644617,9
relation/1112362_dummy,06:10:00,06:10:00,node/8870240326,10
relation/1112362_dummy,06:11:00,06:11:00,node/7040630019,11
relation/1112362_dummy,06:12:00,06:12:00,node/7048792047,12
relation/1112363_dummy,06:00:00,06:00:00,node/7059609603,0
relation/1112363_dummy,06:01:00,06:01:00,node/5203428924,1
relation/1112363_dummy,06:02:00,06:02:00,node/5203421376,2
relation/1112363_dummy,06:03:00,06:03:00,node/5204363080,3
relation/1112363_dummy,06:04:00,06:04:00,node/5206184545,4
relation/1112363_dummy,06:05:00,06:05:00,node/7059609611,5
relation/1112363_dummy,06:06:00,06:06:00,node/5216580642,6
relation/1112363_dummy,06:07:00,06:07:00,node/5217253816,7
relation/1112363_dummy,06:08:00,06:08:00,node/7059609617,8
relation/1112363_dummy,06:09:00,06:09:00,node/5217129824,9
relation/1112364_dummy,06:00:00,06:00:00,node/247644761,0
relation/1112364_dummy,06:01:00,06:01:00,node/247644601,1
relation/1112364_dummy,06:02:00,06:02:00,node/247644865,2
relation/1112364_dummy,06:03:00,06:03:00,node/247644719,3
relation/1112364_dummy,06:04:00,06:04:00,node/247644786,4
relation/1112364_dummy,06:05:00,06:05:00,node/247644674,5
relation/1112364_dummy,06:06:00,06:06:00,node/8870208987,6
relation/1112364_dummy,06:07:00,06:07:00,node/247644838,7
relation/1112364_dummy,06:08:00,06:08:00,node/247644617,8
relation/1112364_dummy,06:09:00,06:09:00,node/8870240326,9
relation/1112364_dummy,06:10:00,06:10:00,node/7040630019,10
relation/1112364_dummy,06:11:00,06:11:00,node/7048792047,11
relation/1112364_dummy,06:12:00,06:12:00,node/7048792045,12
relation/1112364_dummy,06:13:00,06:13:00,node/7048792043,13
relation/1112364_dummy,06:14:00,06:14:00,node/6725275490,14
relation/1112364_dummy,06:15:00,06:15:00,node/8870289696,15
relation/1112366_dummy,06:00:00,06:00:00,node/247644582,0
relation/1112366_dummy,06:01:00,06:01:00,node/5207229588,1
relation/1112366_dummy,06:02:00,06:02:00,node/247644596,2
relation/1112366_dummy,06:03:00,06:03:00,node/247703154,3
relation/1112366_dummy,06:04:00,06:04:00,node/247644850,4
relation/1112366_dummy,06:05:00,06:05:00,node/247644801,5
relation/1112366_dummy,06:06:00,06:06:00,node/247644847,6
relation/1112366_dummy,06:07:00,06:07:00,node/247644853,7
relation/1112366_dummy,06:08:00,06:08:00,node/247644565,8
relation/1112366_dummy,06:09:00,06:09:00,node/7299886395,9
relation/1112366_dummy,06:10:00,06:10:00,node/2071315934,10
relation/1112366_dummy,06:11:00,06:11:00,node/7057641130,11
relation/1112367_dummy,06:00:00,06:00:00,node/5203421376,0
relation/1112367_dummy,06:01:00,06:01:00,node/5204363080,1
relation/1112367_dummy,06:02:00,06:02:00,node/5206436729,2
relation/1112367_dummy,06:03:00,06:03:00,node/5206814706,3
relation/1112367_dummy,06:04:00,06:04:00,node/507206917,4
relation/1112367_dummy,06:05:00,06:05:00,node/5207229588,5
relation/1112367_dummy,06:06:00,06:06:00,node/247644596,6
relation/1112367_dummy,06:07:00,06:07:00,node/247703154,7
relation/1112367_dummy,06:08:00,06:08:00,node/247644850,8
relation/1112367_dummy,06:09:00,06:09:00,node/247644801,9
relation/1112367_dummy,06:10:00,06:10:00,node/247644847,10
relation/1112367_dummy,06:11:00,06:11:00,node/247644853,11
relation/1112367_dummy,06:12:00,06:12:00,node/247644565,12
relation/1112367_dummy,06:13:00,06:13:00,node/7299886395,13
relation/1112367_dummy,06:14:00,06:14:00,node/2071315934,14
relation/1112367_dummy,06:15:00,06:15:00,node/7057641130,15
relation/1112478_dummy,06:00:00,06:00:00,node/4331573947,0
relation/1112478_dummy,06:01:00,06:01:00,node/9165523948,1
relation/1112478_dummy,06:02:00,06:02:00,node/7504052784,2
relation/1112478_dummy,06:03:00,06:03:00,node/9165523947,3
relation/1112478_dummy,06:04:00,06:04:00,node/8151881976,4
relation/1112478_dummy,06:05:00,06:05:00,node/9165976945,5
relation/1112478_dummy,06:06:00,06:06:00,node/9165976946,6
relation/1112478_dummy,06:07:00,06:07:00,node/8175197410,7
relation/1112478_dummy,06:08:00,06:08:00,node/9165976947,8
relation/1112478_dummy,06:09:00,06:09:00,node/4331158532,9
relation/1112478_dummy,06:10:00,06:10:00,node/247646903,10
relation/1112478_dummy,06:11:00,06:11:00,node/54974737,11
relation/1112478_dummy,06:12:00,06:12:00,node/247644815,12
relation/1112478_dummy,06:13:00,06:13:00,node/247644763,13
relation/1112478_dummy,06:14:00,06:14:00,node/247644843,14
relation/1112478_dummy,06:15:00,06:15:00,node/247644648,15
relation/1112478_dummy,06:16:00,06:16:00,node/247644822,16
relation/1112478_dummy,06:17:00,06:17:00,node/847302708,17
relation/1112478_dummy,06:18:00,06:18:00,node/247644645,18
relation/1112478_dummy,06:19:00,06:19:00,node/247646720,19
relation/1112478_dummy,06:20:00,06:20:00,node/247646870,20
relation/1112478_dummy,06:21:00,06:21:00,node/247646911,21
relation/1112479_dummy,06:00:00,06:00:00,node/9166410300,0
relation/1112479_dummy,06:01:00,06:01:00,node/4332112596,1
relation/1112479_dummy,06:02:00,06:02:00,node/4332112678,2
relation/1112479_dummy,06:03:00,06:03:00,node/4332203376,3
relation/1112479_dummy,06:04:00,06:04:00,node/4331222160,4
relation/1112479_dummy,06:05:00,06:05:00,node/1499441711,5
relation/1112479_dummy,06:06:00,06:06:00,node/9165976947,6
relation/1112479_dummy,06:07:00,06:07:00,node/4331158532,7
relation/1112479_dummy,06:08:00,06:08:00,node/247646903,8
relation/1112479_dummy,06:09:00,06:09:00,node/54974737,9
relation/1112479_dummy,06:10:00,06:10:00,node/247644815,10
relation/1112479_dummy,06:11:00,06:11:00,node/247644763,11
relation/1112479_dummy,06:12:00,06:12:00,node/247644741,12
relation/1112479_dummy,06:13:00,06:13:00,node/247644694,13
relation/1112479_dummy,06:14:00,06:14:00,node/247644573,14
relation/1112479_dummy,06:15:00,06:15:00,node/247644765,15
relation/1112479_dummy,06:16:00,06:16:00,node/247644646,16
relation/1112479_dummy,06:17:00,06:17:00,node/247644811,17
relation/1112479_dummy,06:18:00,06:18:00,node/247644784,18
relation/1112479_dummy,06:19:00,06:19:00,node/247644615,19
relation/1112479_dummy,06:20:00,06:20:00,node/247644700,20
relation/1112479_dummy,06:21:00,06:21:00,node/247644668,21
relation/1112479_dummy,06:22:00,06:22:00,node/247644679,22
relation/1112479_dummy,06:23:00,06:23:00,node/247644693,23
relation/1112479_dummy,06:24:00,06:24:00,node/247644627,24
relation/1112479_dummy,06:25:00,06:25:00,node/7059769924,25
relation/1112480_dummy,06:00:00,06:00:00,node/7124278764,0
relation/1112480_dummy,06:01:00,06:01:00,node/4332065651,1
relation/1112480_dummy,06:02:00,06:02:00,node/9165674006,2
relation/1112480_dummy,06:03:00,06:03:00,node/9165674005,3
relation/1112480_dummy,06:04:00,06:04:00,node/9165674004,4
relation/1112480_dummy,06:05:00,06:05:00,node/4332066421,5
relation/1112480_dummy,06:06:00,06:06:00,node/4332386195,6
relation/1112480_dummy,06:07:00,06:07:00,node/4332386340,7
relation/1112480_dummy,06:08:00,06:08:00,node/4332261935,8
relation/1112480_dummy,06:09:00,06:09:00,node/4332262496,9
relation/1112480_dummy,06:10:00,06:10:00,node/4332262308,10
relation/1112480_dummy,06:11:00,06:11:00,node/2806204585,11
relation/1112480_dummy,06:12:00,06:12:00,node/1555021778,12
relation/1112480_dummy,06:13:00,06:13:00,node/247644564,13
relation/1112480_dummy,06:14:00,06:14:00,node/247644614,14
relation/1112480_dummy,06:15:00,06:15:00,node/7661577150,15
relation/1112480_dummy,06:16:00,06:16:00,node/7661577173,16
relation/1112480_dummy,06:17:00,06:17:00,node/7500580792,17
relation/1112480_dummy,06:18:00,06:18:00,node/2801781505,18
relation/1112480_dummy,06:19:00,06:19:00,node/9165674009,19
relation/1112480_dummy,06:20:00,06:20:00,node/247644572,20
relation/1112480_dummy,06:21:00,06:21:00,node/247644571,21
relation/1112480_dummy,06:22:00,06:22:00,node/7741737510,22
relation/1112480_dummy,06:23:00,06:23:00,node/247644825,23
relation/1112480_dummy,06:24:00,06:24:00,node/9165674015,24
relation/1112480_dummy,06:25:00,06:25:00,node/9165682817,25
relation/1112480_dummy,06:26:00,06:26:00,node/247644814,26
relation/1112481_dummy,06:00:00,06:00:00,node/247644814,0
relation/1112481_dummy,06:01:00,06:01:00,node/247644824,1
relation/1112481_dummy,06:02:00,06:02:00,node/247644607,2
relation/1112481_dummy,06:03:00,06:03:00,node/247644809,3
relation/1112481_dummy,06:04:00,06:04:00,node/247644788,4
relation/1112481_dummy,06:05:00,06:05:00,node/247644628,5
relation/1112481_dummy,06:06:00,06:06:00,node/247644837,6
relation/1112481_dummy,06:07:00,06:07:00,node/247644753,7
relation/1112482_dummy,06:00:00,06:00:00,node/4332066588,0
relation/1112482_dummy,06:01:00,06:01:00,node/4332066331,1
relation/1112482_dummy,06:02:00,06:02:00,node/4332066229,2
relation/1112482_dummy,06:03:00,06:03:00,node/4332066112,3
relation/1112482_dummy,06:04:00,06:04:00,node/9165861765,4
relation/1112482_dummy,06:05:00,06:05:00,node/9165523948,5
relation/1112482_dummy,06:06:00,06:06:00,node/7504052784,6
relation/1112482_dummy,06:07:00,06:07:00,node/9165523947,7
relation/1112482_dummy,06:08:00,06:08:00,node/8151881976,8
relation/1112482_dummy,06:09:00,06:09:00,node/9165976945,9
relation/1112482_dummy,06:10:00,06:10:00,node/9165976946,10
relation/1112482_dummy,06:11:00,06:11:00,node/8175197410,11
relation/1112482_dummy,06:12:00,06:12:00,node/9165976947,12
relation/1112482_dummy,06:13:00,06:13:00,node/4331158532,13
relation/1112482_dummy,06:14:00,06:14:00,node/247646903,14
relation/1112482_dummy,06:15:00,06:15:00,node/54974737,15
relation/1112482_dummy,06:16:00,06:16:00,node/247644815,16
relation/1112482_dummy,06:17:00,06:17:00,node/247644763,17
relation/1112482_dummy,06:18:00,06:18:00,node/247644741,18
relation/1112482_dummy,06:19:00,06:19:00,node/247644694,19
relation/1112482_dummy,06:20:00,06:20:00,node/247644573,20
relation/1112482_dummy,06:21:00,06:21:00,node/247644765,21
relation/1112482_dummy,06:22:00,06:22:00,node/247644646,22
relation/1112482_dummy,06:23:00,06:23:00,node/247644811,23
relation/1112482_dummy,06:24:00,06:24:00,node/247644784,24
relation/1112482_dummy,06:25:00,06:25:00,node/247644615,25
relation/1112482_dummy,06:26:00,06:26:00,node/247644700,26
relation/1112482_dummy,06:27:00,06:27:00,node/247644668,27
relation/1112482_dummy,06:28:00,06:28:00,node/247644627,28
relation/1112482_dummy,06:29:00,06:29:00,node/247644679,29
relation/1112482_dummy,06:30:00,06:30:00,node/247644693,30
relation/1112482_dummy,06:31:00,06:31:00,node/7059769924,31
relation/1112483_dummy,06:00:00,06:00:00,node/4331573947,0
relation/1112483_dummy,06:01:00,06:01:00,node/9165523948,1
relation/1112483_dummy,06:02:00,06:02:00,node/7504052784,2
relation/1112483_dummy,06:03:00,06:03:00,node/9165523947,3
relation/1112483_dummy,06:04:00,06:04:00,node/8151881976,4
relation/1112483_dummy,06:05:00,06:05:00,node/9165523946,5
relation/1112483_dummy,06:06:00,06:06:00,node/247644842,6
relation/1112483_dummy,06:07:00,06:07:00,node/247644754,7
relation/1112483_dummy,06:08:00,06:08:00,node/247644575,8
relation/1112483_dummy,06:09:00,06:09:00,node/247644712,9
relation/1112483_dummy,06:10:00,06:10:00,node/247644859,10
relation/1112483_dummy,06:11:00,06:11:00,node/247644643,11
relation/1112483_dummy,06:12:00,06:12:00,node/247644649,12
relation/1112483_dummy,06:13:00,06:13:00,node/243997767,13
relation/1112483_dummy,06:14:00,06:14:00,node/8192228497,14
relation/1112483_dummy,06:15:00,06:15:00,node/247644666,15
relation/1112483_dummy,06:16:00,06:16:00,node/247644803,16
relation/1112483_dummy,06:17:00,06:17:00,node/247644848,17
relation/1112483_dummy,06:18:00,06:18:00,node/247644717,18
relation/1112483_dummy,06:19:00,06:19:00,node/247644696,19
relation/1112483_dummy,06:20:00,06:20:00,node/247644854,20
relation/1112483_dummy,06:21:00,06:21:00,node/247644702,21
relation/1112483_dummy,06:22:00,06:22:00,node/847302716,22
relation/1112483_dummy,06:23:00,06:23:00,node/247644769,23
relation/1112483_dummy,06:24:00,06:24:00,node/247644787,24
relation/1112483_dummy,06:25:00,06:25:00,node/247644584,25
relation/1112483_dummy,06:26:00,06:26:00,node/247644671,26
relation/1112483_dummy,06:27:00,06:27:00,node/247644776,27
relation/10374913_dummy,06:00:00,06:00:00,node/247644753,0
relation/10374913_dummy,06:01:00,06:01:00,node/247644837,1
relation/10374913_dummy,06:02:00,06:02:00,node/247644628,2
relation/10374913_dummy,06:03:00,06:03:00,node/247644788,3
relation/10374913_dummy,06:04:00,06:04:00,node/247644809,4
relation/10374913_dummy,06:05:00,06:05:00,node/247644607,5
relation/10374913_dummy,06:06:00,06:06:00,node/247644824,6
relation/10374913_dummy,06:07:00,06:07:00,node/247644814,7
relation/10398176_dummy,06:00:00,06:00:00,node/7048792048,0
relation/10398176_dummy,06:01:00,06:01:00,way/423021596,1
relation/10398176_dummy,06:02:00,06:02:00,node/7048792050,2
relation/10398176_dummy,06:03:00,06:03:00,way/423021595,3
relation/10398176_dummy,06:04:00,06:04:00,node/247644866,4
relation/10398176_dummy,06:05:00,06:05:00,node/247644617,5
relation/10398176_dummy,06:06:00,06:06:00,node/247644838,6
relation/10415674_dummy,06:00:00,06:00:00,node/7059536495,0
relation/10415674_dummy,06:01:00,06:01:00,node/7059609616,1
relation/10415674_dummy,06:02:00,06:02:00,node/5217099436,2
relation/10415674_dummy,06:03:00,06:03:00,node/2218862850,3
relation/10415674_dummy,06:04:00,06:04:00,node/5216455159,4
relation/10415674_dummy,06:05:00,06:05:00,node/7059609608,5
relation/10415674_dummy,06:06:00,06:06:00,node/5204346156,6
relation/10415674_dummy,06:07:00,06:07:00,node/5242092163,7
relation/10415674_dummy,06:08:00,06:08:00,node/7059609604,8
relation/10415674_dummy,06:09:00,06:09:00,node/5203383906,9
relation/10649225_dummy,06:00:00,06:00:00,node/5203428924,0
relation/10649225_dummy,06:01:00,06:01:00,node/5203421376,1
relation/10649225_dummy,06:02:00,06:02:00,node/5204363080,2
relation/10649225_dummy,06:03:00,06:03:00,node/5206436729,3
relation/10649225_dummy,06:04:00,06:04:00,node/5206814706,4
relation/10649225_dummy,06:05:00,06:05:00,node/507206917,5
relation/10649225_dummy,06:06:00,06:06:00,node/5207229588,6
relation/10649225_dummy,06:07:00,06:07:00,node/247644596,7
relation/10649225_dummy,06:08:00,06:08:00,node/247703154,8
relation/10649225_dummy,06:09:00,06:09:00,node/247644850,9
relation/10649225_dummy,06:10:00,06:10:00,node/9169149816,10
relation/10649225_dummy,06:11:00,06:11:00,node/247644847,11
relation/10649225_dummy,06:12:00,06:12:00,node/9169165217,12
relation/10649225_dummy,06:13:00,06:13:00,node/7873444053,13
relation/10649225_dummy,06:14:00,06:14:00,node/9169165218,14
