stop_id,stop_name,stop_lat,stop_lon
node/13369432863,Pension House,-25.7389198,28.2055146
node/13369432864,Lower Hamilton,-25.7412289,28.2056958
node/13369432865,Stop 13369432865,-25.7427968,28.2058222
node/13369432867,Stop 13369432867,-25.7468262,28.2053854
node/13369432868,Stop 13369432868,-25.7470166,28.2026133
node/13369432869,Stop 13369432869,-25.7472603,28.19906
node/13369432871,Stop 13369432871,-25.7477715,28.1915857
node/13377614192,Stop 13377614192,-25.7177024,28.2023147
node/13377614191,Stop 13377614191,-25.7158586,28.2020156
node/13377614190,Lower Gezina,-25.712908,28.2015228
node/13377614189,Stop 13377614189,-25.7105158,28.2011452
node/13377614188,Stop 13377614188,-25.7086332,28.200815
node/13377614187,Stop 13377614187,-25.7045903,28.2001766
node/13377614186,Stop 13377614186,-25.7027982,28.19989
node/13377614185,Stop 13377614185,-25.7004246,28.199492
node/13377607746,Stop 13377607746,-25.698737,28.2002031
node/13377607745,Stop 13377607745,-25.698376,28.203055
node/13377607744,Stop 13377607744,-25.6981428,28.2047766
node/13377607743,Stop 13377607743,-25.6977989,28.2073659
node/13377607742,Stop 13377607742,-25.6973893,28.2104076
node/13377607741,Stop 13377607741,-25.696969,28.2136001
node/13377607740,Stop 13377607740,-25.6967047,28.2154427
node/13380469680,Stop 13380469680,-25.6981971,28.2175992
node/13380469678,Stop 13380469678,-25.6971929,28.212556
node/13380469677,Stop 13380469677,-25.6976999,28.2087406
node/13380469676,Stop 13380469676,-25.6979932,28.2066069
node/13380469675,Stop 13380469675,-25.698221,28.2048712
node/13380469674,Stop 13380469674,-25.6984654,28.2030858
node/13380469673,Stop 13380469673,-25.6988787,28.2000666
node/13380469672,Stop 13380469672,-25.7014046,28.1998142
node/13380469671,Stop 13380469671,-25.7041057,28.2002782
node/13380469670,Stop 13380469670,-25.7077115,28.2017169
node/13380469669,Stop 13380469669,-25.7094987,28.2026952
node/13380469668,Stop 13380469668,-25.7129025,28.2032813
node/13380469667,Lower Gezina,-25.7147102,28.2035874
node/13380469665,Stop 13380469665,-25.7191031,28.2043451
