trip_id,arrival_time,departure_time,stop_id,stop_sequence
relation/4511598_dummy,06:08:00,06:08:00,node/3309318631,8
relation/4511598_dummy,06:09:00,06:09:00,node/3309318638,9
relation/4511598_dummy,06:10:00,06:10:00,node/3320685943,10
relation/4511598_dummy,06:11:00,06:11:00,node/3309318632,11
relation/4511598_dummy,06:12:00,06:12:00,node/3307241860,12
relation/4511598_dummy,06:13:00,06:13:00,node/3307241856,13
relation/4511598_dummy,06:14:00,06:14:00,node/767545310,14
relation/4511598_dummy,06:15:00,06:15:00,node/3320685947,15
relation/4511598_dummy,06:16:00,06:16:00,node/767536465,16
relation/4511598_dummy,06:17:00,06:17:00,node/3318822634,17
relation/4511835_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4511835_dummy,06:01:00,06:01:00,node/3309318637,1
relation/4511835_dummy,06:02:00,06:02:00,node/3309318636,2
relation/4511835_dummy,06:03:00,06:03:00,node/3309318630,3
relation/4511835_dummy,06:04:00,06:04:00,node/3309318634,4
relation/4511835_dummy,06:05:00,06:05:00,node/3309318635,5
relation/4511835_dummy,06:06:00,06:06:00,node/3318924741,6
relation/4511835_dummy,06:07:00,06:07:00,node/3318924740,7
relation/4511835_dummy,06:08:00,06:08:00,node/3309682563,8
relation/4511835_dummy,06:09:00,06:09:00,node/3309390255,9
relation/4511835_dummy,06:10:00,06:10:00,node/3318924742,10
relation/4511835_dummy,06:11:00,06:11:00,node/3309390253,11
relation/4511835_dummy,06:12:00,06:12:00,node/2745520635,12
relation/4511835_dummy,06:13:00,06:13:00,node/2745520632,13
relation/4511835_dummy,06:14:00,06:14:00,node/3318822636,14
relation/4511835_dummy,06:15:00,06:15:00,node/2745520634,15
relation/4511835_dummy,06:16:00,06:16:00,node/3318822637,16
relation/4511835_dummy,06:17:00,06:17:00,node/3318822635,17
relation/4511835_dummy,06:18:00,06:18:00,node/3318822634,18
relation/4511835_dummy,06:19:00,06:19:00,node/767545310,19
relation/4512263_dummy,06:00:00,06:00:00,node/3320632476,0
relation/4512263_dummy,06:01:00,06:01:00,node/766108831,1
relation/4512263_dummy,06:02:00,06:02:00,node/767545317,2
relation/4512263_dummy,06:03:00,06:03:00,node/3307241857,3
relation/4512263_dummy,06:04:00,06:04:00,node/3307241860,4
relation/4512263_dummy,06:05:00,06:05:00,node/3309318632,5
relation/4512263_dummy,06:06:00,06:06:00,node/3320685943,6
relation/4512263_dummy,06:07:00,06:07:00,node/3309318638,7
relation/4512263_dummy,06:08:00,06:08:00,node/3309318631,8
relation/4512263_dummy,06:09:00,06:09:00,node/3309318633,9
relation/4512263_dummy,06:10:00,06:10:00,node/3320685946,10
relation/4513582_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4513582_dummy,06:01:00,06:01:00,node/3309318637,1
relation/4513703_dummy,06:00:00,06:00:00,,0
relation/4513946_dummy,06:00:00,06:00:00,,0
relation/4513947_dummy,06:00:00,06:00:00,,0
relation/4514015_dummy,06:00:00,06:00:00,,0
relation/4514016_dummy,06:00:00,06:00:00,,0
relation/4514458_dummy,06:00:00,06:00:00,,0
relation/4514459_dummy,06:00:00,06:00:00,,0
relation/4514729_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4514730_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4514818_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4514819_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4516346_dummy,06:00:00,06:00:00,,0
relation/4516347_dummy,06:00:00,06:00:00,,0
relation/4516469_dummy,06:00:00,06:00:00,,0
relation/4517007_dummy,06:00:00,06:00:00,,0
relation/4517118_dummy,06:00:00,06:00:00,,0
relation/4538797_dummy,06:00:00,06:00:00,,0
relation/4540480_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4540481_dummy,06:00:00,06:00:00,node/3309318630,0
relation/4540482_dummy,06:00:00,06:00:00,node/3309318630,0
relation/4543758_dummy,06:00:00,06:00:00,node/3309318639,0
relation/4543759_dummy,06:00:00,06:00:00,node/3309318639,0
