trip_id,arrival_time,departure_time,stop_id,stop_sequence
relation/4511530_saturday,06:08:51,06:08:51,node/767545313,5
relation/4511530_saturday,06:10:20,06:10:20,node/766108831,6
relation/4511530_saturday,06:12:23,06:12:23,node/767545317,7
relation/4511530_saturday,06:14:19,06:14:19,node/3307241857,8
relation/4511530_saturday,06:16:00,06:16:00,node/3307241860,9
relation/4511530_saturday,06:23:15,06:23:15,node/3309318632,10
relation/4511530_saturday,06:26:52,06:26:52,node/3320685943,11
relation/4511530_saturday,06:36:10,06:36:10,node/3309318638,12
relation/4511530_saturday,06:46:17,06:46:17,node/3309318631,13
relation/4511530_saturday,06:48:26,06:48:26,node/3309318633,14
relation/4511530_saturday,06:52:57,06:52:57,node/3320685946,15
relation/4511530_saturday,06:56:22,06:56:22,node/3309318635,16
relation/4511530_saturday,06:58:45,06:58:45,node/3309318634,17
relation/4511530_saturday,07:00:39,07:00:39,node/3309318630,18
relation/4511530_saturday,07:10:59,07:10:59,node/3309318636,19
relation/4511530_saturday,07:12:30,07:12:30,node/3309318637,20
relation/4511530_saturday,07:14:32,07:14:32,node/3309318639,21
relation/4511530_sunday,06:00:00,06:00:00,node/3320632476,0
relation/4511530_sunday,06:01:44,06:01:44,node/3320685945,1
relation/4511530_sunday,06:04:14,06:04:14,node/3320685944,2
relation/4511530_sunday,06:05:47,06:05:47,node/766148883,3
relation/4511530_sunday,06:06:47,06:06:47,node/771231864,4
relation/4511530_sunday,06:08:51,06:08:51,node/767545313,5
relation/4511530_sunday,06:10:20,06:10:20,node/766108831,6
relation/4511530_sunday,06:12:23,06:12:23,node/767545317,7
relation/4511530_sunday,06:14:19,06:14:19,node/3307241857,8
relation/4511530_sunday,06:16:00,06:16:00,node/3307241860,9
relation/4511530_sunday,06:23:15,06:23:15,node/3309318632,10
relation/4511530_sunday,06:26:52,06:26:52,node/3320685943,11
relation/4511530_sunday,06:36:10,06:36:10,node/3309318638,12
relation/4511530_sunday,06:46:17,06:46:17,node/3309318631,13
relation/4511530_sunday,06:48:26,06:48:26,node/3309318633,14
relation/4511530_sunday,06:52:57,06:52:57,node/3320685946,15
relation/4511530_sunday,06:56:22,06:56:22,node/3309318635,16
relation/4511530_sunday,06:58:45,06:58:45,node/3309318634,17
relation/4511530_sunday,07:00:39,07:00:39,node/3309318630,18
relation/4511530_sunday,07:10:59,07:10:59,node/3309318636,19
relation/4511530_sunday,07:12:30,07:12:30,node/3309318637,20
relation/4511530_sunday,07:14:32,07:14:32,node/3309318639,21
relation/4511533_weekday_peak1,06:00:00,06:00:00,node/3309318639,0
relation/4511533_weekday_peak1,06:02:02,06:02:02,node/3309318637,1
relation/4511533_weekday_peak1,06:03:33,06:03:33,node/3309318636,2
relation/4511533_weekday_peak1,06:13:53,06:13:53,node/3309318630,3
relation/4511533_weekday_peak1,06:15:47,06:15:47,node/3309318634,4
relation/4511533_weekday_peak1,06:18:10,06:18:10,node/3309318635,5
relation/4511533_weekday_peak1,06:21:35,06:21:35,node/3320685946,6
relation/4511533_weekday_peak1,06:26:06,06:26:06,node/3309318633,7
relation/4511533_weekday_peak1,06:28:15,06:28:15,node/3309318631,8
relation/4511533_weekday_peak1,06:38:22,06:38:22,node/3309318638,9
relation/4511533_weekday_peak1,06:47:40,06:47:40,node/3320685943,10
relation/4511533_weekday_peak1,06:51:16,06:51:16,node/3309318632,11
relation/4511533_weekday_peak1,06:58:32,06:58:32,node/3307241860,12
relation/4511533_weekday_peak1,07:00:26,07:00:26,node/3307241856,13
relation/4511533_weekday_peak1,07:02:20,07:02:20,node/767545310,14
relation/4511533_weekday_peak1,07:04:29,07:04:29,node/766108828,15
relation/4511533_weekday_peak1,07:05:29,07:05:29,node/766108814,16
relation/4511533_weekday_peak1,07:07:43,07:07:43,node/771231864,17
relation/4511533_weekday_peak1,07:08:43,07:08:43,node/766148880,18
relation/4511533_weekday_peak1,07:10:14,07:10:14,node/3320685944,19
relation/4511533_weekday_peak1,07:12:44,07:12:44,node/3320685945,20
relation/4511533_weekday_peak1,07:14:29,07:14:29,node/3320632476,21
relation/4511533_weekday_offpeak,06:00:00,06:00:00,node/3309318639,0
relation/4511533_weekday_offpeak,06:02:02,06:02:02,node/3309318637,1
relation/4511533_weekday_offpeak,06:03:33,06:03:33,node/3309318636,2
relation/4511533_weekday_offpeak,06:13:53,06:13:53,node/3309318630,3
relation/4511533_weekday_offpeak,06:15:47,06:15:47,node/3309318634,4
relation/4511533_weekday_offpeak,06:18:10,06:18:10,node/3309318635,5
relation/4511533_weekday_offpeak,06:21:35,06:21:35,node/3320685946,6
relation/4511533_weekday_offpeak,06:26:06,06:26:06,node/3309318633,7
relation/4511533_weekday_offpeak,06:28:15,06:28:15,node/3309318631,8
relation/4511533_weekday_offpeak,06:38:22,06:38:22,node/3309318638,9
relation/4511533_weekday_offpeak,06:47:40,06:47:40,node/3320685943,10
relation/4511533_weekday_offpeak,06:51:16,06:51:16,node/3309318632,11
relation/4511533_weekday_offpeak,06:58:32,06:58:32,node/3307241860,12
relation/4511533_weekday_offpeak,07:00:26,07:00:26,node/3307241856,13
relation/4511533_weekday_offpeak,07:02:20,07:02:20,node/767545310,14
relation/4511533_weekday_offpeak,07:04:29,07:04:29,node/766108828,15
relation/4511533_weekday_offpeak,07:05:29,07:05:29,node/766108814,16
relation/4511533_weekday_offpeak,07:07:43,07:07:43,node/771231864,17
relation/4511533_weekday_offpeak,07:08:43,07:08:43,node/766148880,18
relation/4511533_weekday_offpeak,07:10:14,07:10:14,node/3320685944,19
relation/4511533_weekday_offpeak,07:12:44,07:12:44,node/3320685945,20
relation/4511533_weekday_offpeak,07:14:29,07:14:29,node/3320632476,21
relation/4511533_weekday_peak2,06:00:00,06:00:00,node/3309318639,0
relation/4511533_weekday_peak2,06:02:02,06:02:02,node/3309318637,1
relation/4511533_weekday_peak2,06:03:33,06:03:33,node/3309318636,2
relation/4511533_weekday_peak2,06:13:53,06:13:53,node/3309318630,3
relation/4511533_weekday_peak2,06:15:47,06:15:47,node/3309318634,4
relation/4511533_weekday_peak2,06:18:10,06:18:10,node/3309318635,5
relation/4511533_weekday_peak2,06:21:35,06:21:35,node/3320685946,6
relation/4511533_weekday_peak2,06:26:06,06:26:06,node/3309318633,7
relation/4511533_weekday_peak2,06:28:15,06:28:15,node/3309318631,8
relation/4511533_weekday_peak2,06:38:22,06:38:22,node/3309318638,9
relation/4511533_weekday_peak2,06:47:40,06:47:40,node/3320685943,10
relation/4511533_weekday_peak2,06:51:16,06:51:16,node/3309318632,11
relation/4511533_weekday_peak2,06:58:32,06:58:32,node/3307241860,12
relation/4511533_weekday_peak2,07:00:26,07:00:26,node/3307241856,13
relation/4511533_weekday_peak2,07:02:20,07:02:20,node/767545310,14
relation/4511533_weekday_peak2,07:04:29,07:04:29,node/766108828,15
relation/4511533_weekday_peak2,07:05:29,07:05:29,node/766108814,16
relation/4511533_weekday_peak2,07:07:43,07:07:43,node/771231864,17
relation/4511533_weekday_peak2,07:08:43,07:08:43,node/766148880,18
relation/4511533_weekday_peak2,07:10:14,07:10:14,node/3320685944,19
relation/4511533_weekday_peak2,07:12:44,07:12:44,node/3320685945,20
relation/4511533_weekday_peak2,07:14:29,07:14:29,node/3320632476,21
relation/4511533_saturday,06:00:00,06:00:00,node/3309318639,0
relation/4511533_saturday,06:02:02,06:02:02,node/3309318637,1
relation/4511533_saturday,06:03:33,06:03:33,node/3309318636,2
relation/4511533_saturday,06:13:53,06:13:53,node/3309318630,3
relation/4511533_saturday,06:15:47,06:15:47,node/3309318634,4
relation/4511533_saturday,06:18:10,06:18:10,node/3309318635,5
relation/4511533_saturday,06:21:35,06:21:35,node/3320685946,6
relation/4511533_saturday,06:26:06,06:26:06,node/3309318633,7
relation/4511533_saturday,06:28:15,06:28:15,node/3309318631,8
relation/4511533_saturday,06:38:22,06:38:22,node/3309318638,9
relation/4511533_saturday,06:47:40,06:47:40,node/3320685943,10
relation/4511533_saturday,06:51:16,06:51:16,node/3309318632,11
relation/4511533_saturday,06:58:32,06:58:32,node/3307241860,12
relation/4511533_saturday,07:00:26,07:00:26,node/3307241856,13
relation/4511533_saturday,07:02:20,07:02:20,node/767545310,14
relation/4511533_saturday,07:04:29,07:04:29,node/766108828,15
relation/4511533_saturday,07:05:29,07:05:29,node/766108814,16
relation/4511533_saturday,07:07:43,07:07:43,node/771231864,17
relation/4511533_saturday,07:08:43,07:08:43,node/766148880,18
relation/4511533_saturday,07:10:14,07:10:14,node/3320685944,19
relation/4511533_saturday,07:12:44,07:12:44,node/3320685945,20
relation/4511533_saturday,07:14:29,07:14:29,node/3320632476,21
relation/4511533_sunday,06:00:00,06:00:00,node/3309318639,0
relation/4511533_sunday,06:02:02,06:02:02,node/3309318637,1
relation/4511533_sunday,06:03:33,06:03:33,node/3309318636,2
relation/4511533_sunday,06:13:53,06:13:53,node/3309318630,3
relation/4511533_sunday,06:15:47,06:15:47,node/3309318634,4
relation/4511533_sunday,06:18:10,06:18:10,node/3309318635,5
relation/4511533_sunday,06:21:35,06:21:35,node/3320685946,6
relation/4511533_sunday,06:26:06,06:26:06,node/3309318633,7
relation/4511533_sunday,06:28:15,06:28:15,node/3309318631,8
relation/4511533_sunday,06:38:22,06:38:22,node/3309318638,9
relation/4511533_sunday,06:47:40,06:47:40,node/3320685943,10
relation/4511533_sunday,06:51:16,06:51:16,node/3309318632,11
relation/4511533_sunday,06:58:32,06:58:32,node/3307241860,12
relation/4511533_sunday,07:00:26,07:00:26,node/3307241856,13
relation/4511533_sunday,07:02:20,07:02:20,node/767545310,14
relation/4511533_sunday,07:04:29,07:04:29,node/766108828,15
relation/4511533_sunday,07:05:29,07:05:29,node/766108814,16
relation/4511533_sunday,07:07:43,07:07:43,node/771231864,17
relation/4511533_sunday,07:08:43,07:08:43,node/766148880,18
relation/4511533_sunday,07:10:14,07:10:14,node/3320685944,19
relation/4511533_sunday,07:12:44,07:12:44,node/3320685945,20
relation/4511533_sunday,07:14:29,07:14:29,node/3320632476,21
relation/4511598_weekday_peak1,06:00:00,06:00:00,node/3309318639,0
relation/4511598_weekday_peak1,06:02:02,06:02:02,node/3309318637,1
relation/4511598_weekday_peak1,06:03:33,06:03:33,node/3309318636,2
relation/4511598_weekday_peak1,06:13:53,06:13:53,node/3309318630,3
relation/4511598_weekday_peak1,06:15:47,06:15:47,node/3309318634,4
relation/4511598_weekday_peak1,06:18:10,06:18:10,node/3309318635,5
relation/4511598_weekday_peak1,06:21:35,06:21:35,node/3320685946,6
relation/4511598_weekday_peak1,06:26:06,06:26:06,node/3309318633,7
relation/4511598_weekday_peak1,06:28:15,06:28:15,node/3309318631,8
relation/4511598_weekday_peak1,06:38:22,06:38:22,node/3309318638,9
relation/4511598_weekday_peak1,06:47:40,06:47:40,node/3320685943,10
relation/4511598_weekday_peak1,06:51:16,06:51:16,node/3309318632,11
relation/4511598_weekday_peak1,06:58:32,06:58:32,node/3307241860,12
relation/4511598_weekday_peak1,07:00:26,07:00:26,node/3307241856,13
relation/4511598_weekday_peak1,07:02:20,07:02:20,node/767545310,14
relation/4511598_weekday_peak1,07:03:20,07:03:20,node/3320685947,15
relation/4511598_weekday_peak1,07:06:55,07:06:55,node/767536465,16
relation/4511598_weekday_peak1,07:07:55,07:07:55,node/3318822634,17
relation/4511598_weekday_offpeak,06:00:00,06:00:00,node/3309318639,0
relation/4511598_weekday_offpeak,06:02:02,06:02:02,node/3309318637,1
relation/4511598_weekday_offpeak,06:03:33,06:03:33,node/3309318636,2
relation/4511598_weekday_offpeak,06:13:53,06:13:53,node/3309318630,3
relation/4511598_weekday_offpeak,06:15:47,06:15:47,node/3309318634,4
relation/4511598_weekday_offpeak,06:18:10,06:18:10,node/3309318635,5
relation/4511598_weekday_offpeak,06:21:35,06:21:35,node/3320685946,6
relation/4511598_weekday_offpeak,06:26:06,06:26:06,node/3309318633,7
relation/4511598_weekday_offpeak,06:28:15,06:28:15,node/3309318631,8
relation/4511598_weekday_offpeak,06:38:22,06:38:22,node/3309318638,9
relation/4511598_weekday_offpeak,06:47:40,06:47:40,node/3320685943,10
relation/4511598_weekday_offpeak,06:51:16,06:51:16,node/3309318632,11
relation/4511598_weekday_offpeak,06:58:32,06:58:32,node/3307241860,12
relation/4511598_weekday_offpeak,07:00:26,07:00:26,node/3307241856,13
relation/4511598_weekday_offpeak,07:02:20,07:02:20,node/767545310,14
relation/4511598_weekday_offpeak,07:03:20,07:03:20,node/3320685947,15
relation/4511598_weekday_offpeak,07:06:55,07:06:55,node/767536465,16
relation/4511598_weekday_offpeak,07:07:55,07:07:55,node/3318822634,17
relation/4511598_weekday_peak2,06:00:00,06:00:00,node/3309318639,0
relation/4511598_weekday_peak2,06:02:02,06:02:02,node/3309318637,1
relation/4511598_weekday_peak2,06:03:33,06:03:33,node/3309318636,2
relation/4511598_weekday_peak2,06:13:53,06:13:53,node/3309318630,3
relation/4511598_weekday_peak2,06:15:47,06:15:47,node/3309318634,4
relation/4511598_weekday_peak2,06:18:10,06:18:10,node/3309318635,5
relation/4511598_weekday_peak2,06:21:35,06:21:35,node/3320685946,6
relation/4511598_weekday_peak2,06:26:06,06:26:06,node/3309318633,7
relation/4511598_weekday_peak2,06:28:15,06:28:15,node/3309318631,8
relation/4511598_weekday_peak2,06:38:22,06:38:22,node/3309318638,9
relation/4511598_weekday_peak2,06:47:40,06:47:40,node/3320685943,10
relation/4511598_weekday_peak2,06:51:16,06:51:16,node/3309318632,11
relation/4511598_weekday_peak2,06:58:32,06:58:32,node/3307241860,12
relation/4511598_weekday_peak2,07:00:26,07:00:26,node/3307241856,13
relation/4511598_weekday_peak2,07:02:20,07:02:20,node/767545310,14
relation/4511598_weekday_peak2,07:03:20,07:03:20,node/3320685947,15
relation/4511598_weekday_peak2,07:06:55,07:06:55,node/767536465,16
relation/4511598_weekday_peak2,07:07:55,07:07:55,node/3318822634,17
relation/4511598_saturday,06:00:00,06:00:00,node/3309318639,0
relation/4511598_saturday,06:02:02,06:02:02,node/3309318637,1
relation/4511598_saturday,06:03:33,06:03:33,node/3309318636,2
relation/4511598_saturday,06:13:53,06:13:53,node/3309318630,3
relation/4511598_saturday,06:15:47,06:15:47,node/3309318634,4
relation/4511598_saturday,06:18:10,06:18:10,node/3309318635,5
relation/4511598_saturday,06:21:35,06:21:35,node/3320685946,6
relation/4511598_saturday,06:26:06,06:26:06,node/3309318633,7
relation/4511598_saturday,06:28:15,06:28:15,node/3309318631,8
relation/4511598_saturday,06:38:22,06:38:22,node/3309318638,9
relation/4511598_saturday,06:47:40,06:47:40,node/3320685943,10
relation/4511598_saturday,06:51:16,06:51:16,node/3309318632,11
relation/4511598_saturday,06:58:32,06:58:32,node/3307241860,12
relation/4511598_saturday,07:00:26,07:00:26,node/3307241856,13
relation/4511598_saturday,07:02:20,07:02:20,node/767545310,14
relation/4511598_saturday,07:03:20,07:03:20,node/3320685947,15
relation/4511598_saturday,07:06:55,07:06:55,node/767536465,16
relation/4511598_saturday,07:07:55,07:07:55,node/3318822634,17
relation/4511598_sunday,06:00:00,06:00:00,node/3309318639,0
relation/4511598_sunday,06:02:02,06:02:02,node/3309318637,1
relation/4511598_sunday,06:03:33,06:03:33,node/3309318636,2
relation/4511598_sunday,06:13:53,06:13:53,node/3309318630,3
relation/4511598_sunday,06:15:47,06:15:47,node/3309318634,4
relation/4511598_sunday,06:18:10,06:18:10,node/3309318635,5
relation/4511598_sunday,06:21:35,06:21:35,node/3320685946,6
relation/4511598_sunday,06:26:06,06:26:06,node/3309318633,7
relation/4511598_sunday,06:28:15,06:28:15,node/3309318631,8
relation/4511598_sunday,06:38:22,06:38:22,node/3309318638,9
relation/4511598_sunday,06:47:40,06:47:40,node/3320685943,10
relation/4511598_sunday,06:51:16,06:51:16,node/3309318632,11
relation/4511598_sunday,06:58:32,06:58:32,node/3307241860,12
relation/4511598_sunday,07:00:26,07:00:26,node/3307241856,13
relation/4511598_sunday,07:02:20,07:02:20,node/767545310,14
relation/4511598_sunday,07:03:20,07:03:20,node/3320685947,15
relation/4511598_sunday,07:06:55,07:06:55,node/767536465,16
relation/4511598_sunday,07:07:55,07:07:55,node/3318822634,17
relation/4511835_weekday_peak1,06:00:00,06:00:00,node/3309318639,0
relation/4511835_weekday_peak1,06:02:02,06:02:02,node/3309318637,1
relation/4511835_weekday_peak1,06:03:33,06:03:33,node/3309318636,2
relation/4511835_weekday_peak1,06:13:53,06:13:53,node/3309318630,3
relation/4511835_weekday_peak1,06:15:47,06:15:47,node/3309318634,4
relation/4511835_weekday_peak1,06:18:10,06:18:10,node/3309318635,5
relation/4511835_weekday_peak1,06:22:22,06:22:22,node/3318924741,6
relation/4511835_weekday_peak1,06:26:50,06:26:50,node/3318924740,7
relation/4511835_weekday_peak1,06:33:46,06:33:46,node/3309682563,8
relation/4511835_weekday_peak1,06:38:46,06:38:46,node/3309390255,9
relation/4511835_weekday_peak1,06:41:39,06:41:39,node/3318924742,10
relation/4511835_weekday_peak1,06:46:36,06:46:36,node/3309390253,11
relation/4511835_weekday_peak1,06:49:27,06:49:27,node/2745520635,12
relation/4511835_weekday_peak1,06:51:00,06:51:00,node/2745520632,13
relation/4511835_weekday_peak1,06:53:10,06:53:10,node/3318822636,14
relation/4511835_weekday_peak1,06:56:46,06:56:46,node/2745520634,15
relation/4511835_weekday_peak1,06:57:46,06:57:46,node/3318822635,16
relation/4511835_weekday_peak1,06:59:50,06:59:50,node/3318822634,17
relation/4511835_weekday_peak1,07:04:21,07:04:21,node/767545310,18
relation/4511835_weekday_offpeak,06:00:00,06:00:00,node/3309318639,0
relation/4511835_weekday_offpeak,06:02:02,06:02:02,node/3309318637,1
relation/4511835_weekday_offpeak,06:03:33,06:03:33,node/3309318636,2
relation/4511835_weekday_offpeak,06:13:53,06:13:53,node/3309318630,3
relation/4511835_weekday_offpeak,06:15:47,06:15:47,node/3309318634,4
relation/4511835_weekday_offpeak,06:18:10,06:18:10,node/3309318635,5
relation/4511835_weekday_offpeak,06:22:22,06:22:22,node/3318924741,6
relation/4511835_weekday_offpeak,06:26:50,06:26:50,node/3318924740,7
relation/4511835_weekday_offpeak,06:33:46,06:33:46,node/3309682563,8
relation/4511835_weekday_offpeak,06:38:46,06:38:46,node/3309390255,9
relation/4511835_weekday_offpeak,06:41:39,06:41:39,node/3318924742,10
relation/4511835_weekday_offpeak,06:46:36,06:46:36,node/3309390253,11
relation/4511835_weekday_offpeak,06:49:27,06:49:27,node/2745520635,12
relation/4511835_weekday_offpeak,06:51:00,06:51:00,node/2745520632,13
relation/4511835_weekday_offpeak,06:53:10,06:53:10,node/3318822636,14
relation/4511835_weekday_offpeak,06:56:46,06:56:46,node/2745520634,15
relation/4511835_weekday_offpeak,06:57:46,06:57:46,node/3318822635,16
relation/4511835_weekday_offpeak,06:59:50,06:59:50,node/3318822634,17
relation/4511835_weekday_offpeak,07:04:21,07:04:21,node/767545310,18
relation/4511835_weekday_peak2,06:00:00,06:00:00,node/3309318639,0
relation/4511835_weekday_peak2,06:02:02,06:02:02,node/3309318637,1
relation/4511835_weekday_peak2,06:03:33,06:03:33,node/3309318636,2
relation/4511835_weekday_peak2,06:13:53,06:13:53,node/3309318630,3
relation/4511835_weekday_peak2,06:15:47,06:15:47,node/3309318634,4
relation/4511835_weekday_peak2,06:18:10,06:18:10,node/3309318635,5
relation/4511835_weekday_peak2,06:22:22,06:22:22,node/3318924741,6
relation/4511835_weekday_peak2,06:26:50,06:26:50,node/3318924740,7
relation/4511835_weekday_peak2,06:33:46,06:33:46,node/3309682563,8
relation/4511835_weekday_peak2,06:38:46,06:38:46,node/3309390255,9
relation/4511835_weekday_peak2,06:41:39,06:41:39,node/3318924742,10
relation/4511835_weekday_peak2,06:46:36,06:46:36,node/3309390253,11
relation/4511835_weekday_peak2,06:49:27,06:49:27,node/2745520635,12
relation/4511835_weekday_peak2,06:51:00,06:51:00,node/2745520632,13
relation/4511835_weekday_peak2,06:53:10,06:53:10,node/3318822636,14
relation/4511835_weekday_peak2,06:56:46,06:56:46,node/2745520634,15
relation/4511835_weekday_peak2,06:57:46,06:57:46,node/3318822635,16
relation/4511835_weekday_peak2,06:59:50,06:59:50,node/3318822634,17
relation/4511835_weekday_peak2,07:04:21,07:04:21,node/767545310,18
relation/4511835_saturday,06:00:00,06:00:00,node/3309318639,0
relation/4511835_saturday,06:02:02,06:02:02,node/3309318637,1
relation/4511835_saturday,06:03:33,06:03:33,node/3309318636,2
relation/4511835_saturday,06:13:53,06:13:53,node/3309318630,3
relation/4511835_saturday,06:15:47,06:15:47,node/3309318634,4
relation/4511835_saturday,06:18:10,06:18:10,node/3309318635,5
relation/4511835_saturday,06:22:22,06:22:22,node/3318924741,6
relation/4511835_saturday,06:26:50,06:26:50,node/3318924740,7
relation/4511835_saturday,06:33:46,06:33:46,node/3309682563,8
relation/4511835_saturday,06:38:46,06:38:46,node/3309390255,9
relation/4511835_saturday,06:41:39,06:41:39,node/3318924742,10
relation/4511835_saturday,06:46:36,06:46:36,node/3309390253,11
relation/4511835_saturday,06:49:27,06:49:27,node/2745520635,12
relation/4511835_saturday,06:51:00,06:51:00,node/2745520632,13
relation/4511835_saturday,06:53:10,06:53:10,node/3318822636,14
relation/4511835_saturday,06:56:46,06:56:46,node/2745520634,15
relation/4511835_saturday,06:57:46,06:57:46,node/3318822635,16
relation/4511835_saturday,06:59:50,06:59:50,node/3318822634,17
relation/4511835_saturday,07:04:21,07:04:21,node/767545310,18
relation/4511835_sunday,06:00:00,06:00:00,node/3309318639,0
relation/4511835_sunday,06:02:02,06:02:02,node/3309318637,1
relation/4511835_sunday,06:03:33,06:03:33,node/3309318636,2
relation/4511835_sunday,06:13:53,06:13:53,node/3309318630,3
relation/4511835_sunday,06:15:47,06:15:47,node/3309318634,4
relation/4511835_sunday,06:18:10,06:18:10,node/3309318635,5
relation/4511835_sunday,06:22:22,06:22:22,node/3318924741,6
relation/4511835_sunday,06:26:50,06:26:50,node/3318924740,7
relation/4511835_sunday,06:33:46,06:33:46,node/3309682563,8
relation/4511835_sunday,06:38:46,06:38:46,node/3309390255,9
relation/4511835_sunday,06:41:39,06:41:39,node/3318924742,10
relation/4511835_sunday,06:46:36,06:46:36,node/3309390253,11
relation/4511835_sunday,06:49:27,06:49:27,node/2745520635,12
relation/4511835_sunday,06:51:00,06:51:00,node/2745520632,13
relation/4511835_sunday,06:53:10,06:53:10,node/3318822636,14
relation/4511835_sunday,06:56:46,06:56:46,node/2745520634,15
relation/4511835_sunday,06:57:46,06:57:46,node/3318822635,16
relation/4511835_sunday,06:59:50,06:59:50,node/3318822634,17
